"row ID","Humidity Fraction","Precipitation One Hour (mm)","Pressure Altimeter (mbar)","Wind Speed (m/s)","Temperature (C)"
"Row13055",0.8642,0.0,1016.3,,12.2
"Row15063",0.6096,0.0,1011.9,10.3,20.6
"Row14366",0.6108,0.0,1014.6,4.1,21.1
"Row282",0.966,,1001.7,7.2,6.1
"Row4934",0.5965,0.0,1014.9,5.7,23.3
"Row328",0.5663,0.0,1015.2,8.2,12.8
"Row6426",0.3991,,1014.2,9.3,23.3
"Row3893",0.7965,0.0,1015.2,2.6,11.7
"Row9538",0.7399,0.0,1016.7917365478716,,9.4
"Row12211",0.7488,0.0,1013.2,7.7,14.4
"Row9745",0.6531,0.0,1021.3,6.7,7.8
"Row14001",0.7517,0.0,1012.2,4.1,16.1
"Row4625",,0.0,1011.9,8.2,20.0
"Row4633",,0.0,1011.9,,13.3
"Row15161",0.5915,0.0,1013.9,2.1,22.8
"Row16551",0.509,0.0,1023.4,0.0,13.9
"Row11856",,0.0,1018.0,4.1,11.7
"Row12678",0.9305,0.0,1013.2,,13.3
"Row10314",0.5542,0.0,1014.9,6.2,15.6
"Row9386",0.9281,0.3,1019.0,3.6,8.9
"Row3740",0.6659,0.0,,,15.6
"Row17478",0.9649,,1019.0,3.1,2.2
"Row3859",0.6932,,1016.9,11.3,15.6
"Row15470",0.4429,0.0,,2.6,22.8
"Row12985",0.7707,0.0,1015.9,6.2,12.2
"Row11967",0.6449,0.0,1012.9,16.5,16.1
"Row10651",0.743,0.0,1020.3,4.6,11.1
"Row2677",0.5571,0.0,1022.0,12.9,16.7
"Row16750",0.737,0.0,1026.4,3.1,10.6
"Row4571",0.6512,0.0,1014.9,3.6,18.9
"Row8582",0.606,0.0,1030.5,,10.6
"Row4259",0.5628,0.0,1010.2,7.7,18.9
"Row16565",0.9589,,1027.4,2.1,5.0
"Row5036",0.6727,0.0,1017.6,5.2,16.7
"Row9552",0.7979,,1018.0,2.1,8.9
"Row4412",0.6236,0.0,1008.1,6.2,16.1
"Row14671",0.9303,0.0,1015.2,,12.8
"Row15128",0.8036,0.0,1013.9,2.6,16.7
"Row1591",0.9293,0.0,1019.6,2.1,11.1
"Row3890",0.7707,0.0,1015.2,4.1,12.2
"Row16356",0.3408,0.0,1024.4,1.5,13.3
"Row11812",0.8932,0.0,,3.1,11.7
"Row813",0.8579,0.0,1015.9,,11.7
"Row5040",0.8057,0.0,1018.0,4.1,14.4
"Row9046",0.7714,0.0,1027.4,0.0,9.4
"Row9462",0.9269,0.0,1026.8,0.0,6.7
"Row7593",,0.0,1015.2,2.6,11.7
"Row15112",0.6566,0.0,1014.9,8.8,19.4
"Row15418",0.6517,0.0,1013.2,,17.2
"Row1071",0.362,0.0,1012.9,3.6,16.1
"Row16437",,0.0,1022.0,4.1,10.0
"Row13829",0.8384,0.0,1014.9,2.6,14.4
"Row8276",0.7689,0.0,,10.3,11.1
"Row12711",0.5036,0.0,1012.5,11.3,18.3
"Row6292",0.8642,0.0,1010.2,2.6,12.2
"Row3738",0.5181,0.0,1010.2,9.8,17.2
"Row494",0.9258,0.0,1020.7,5.2,15.6
"Row16897",,0.0,1016.6,,7.2
"Row11058",0.7172,0.0,1018.3,9.3,13.3
"Row5568",0.9309,0.0,1016.6,2.6,13.9
"Row9566",0.5438,0.0,1015.9,2.1,11.7
"Row11005",0.6082,,1019.6,3.6,18.3
"Row14614",,0.0,1013.5,,14.4
"Row861",0.8653,0.0,,1.5,13.3
"Row14908",0.9299,0.0,1018.6,4.1,12.2
"Row12894",0.8927,0.0,,2.6,11.1
"Row5944",0.7536,0.0,1013.2,7.2,17.2
"Row6865",0.7769,0.0,1016.9,4.1,16.1
"Row10805",0.8918,0.0,1020.7,2.6,10.0
"Row4255",0.8371,0.0,1009.5,,13.3
"Row14814",0.8949,0.0,1015.9,7.7,13.9
"Row2389",0.5764,0.0,1022.4,7.2,16.7
"Row7252",0.6954,0.0,1013.9,1.5,14.4
"Row14147",0.6536,0.0,1016.9,3.1,20.0
"Row12625",0.9004,0.0,1012.9,6.2,13.3
"Row6011",0.6108,,,5.2,21.1
"Row1516",,0.0,1028.4,2.6,8.9
"Row17245",0.7671,0.0,1019.3,3.1,10.0
"Row11162",0.862,0.0,1020.3,1.5,10.0
"Row13977",0.6566,,1014.2,2.6,19.4
"Row2672",0.7717,,1021.0,5.7,12.8
"Row375",0.739,0.0,,,11.7
"Row13896",0.8949,0.0,1015.6,6.2,13.9
"Row5437",0.7286,0.0,1015.6,5.7,19.4
"Row7108",0.9303,,1017.3,3.6,12.8
"Row5641",0.8322,0.0,1011.5,4.1,13.9
"Row2373",0.8042,0.0,1021.0,4.6,13.3
"Row6093",0.8659,0.0,,10.3,13.9
"Row8003",0.5933,0.0,,4.6,13.9
"Row15399",0.5678,0.0,,8.8,19.4
"Row5241",0.867,0.0,1011.5,4.6,15.0
"Row5137",0.8343,0.0,1010.8,4.6,15.6
"Row15649",0.739,0.0,1007.1,7.2,11.7
"Row2369",0.6182,0.0,1020.7,6.7,15.6
"Row12796",0.8923,,1015.9,5.2,10.6
"Row8551",0.8542,0.0,1025.4,1.5,2.8
"Row8326",0.8932,3.6,1012.5,5.2,11.7
"Row3693",0.8057,0.0,1016.3,4.6,14.4
"Row13389",0.8301,0.0,1013.9,6.7,12.2
"Row6153",0.7478,0.0,1015.9,7.2,16.7
"Row17067",0.9591,0.0,1018.3,2.1,5.6
"Row15094",,0.0,1014.9,3.1,16.1
"Row15734",0.6208,0.0,1014.9,7.7,16.7
"Row13152",0.8042,0.0,1013.9,3.6,13.3
"Row1255",0.8309,0.0,1018.6,3.1,8.3
"Row7358",,0.0,1019.6,2.1,22.8
"Row10162",1.0,0.0,1023.4,2.1,10.6
"Row12338",0.7717,0.0,1011.5,3.6,12.8
"Row17435",0.7119,0.0,1022.0,8.2,10.6
"Row12881",0.5628,0.0,1016.9,8.2,18.9
"Row5423",,0.0,1013.2,12.9,15.6
"Row2359",0.9293,0.0,1020.0,2.1,11.1
"Row15676",0.4386,0.0,1012.5,11.8,15.0
"Row14197",0.3548,0.0,1013.9,5.2,27.2
"Row10658",0.8631,0.0,1022.4,3.6,11.1
"Row7515",0.7981,0.0,,3.1,12.8
"Row14035",0.6738,0.0,1012.2,7.7,17.2
"Row16947",0.6531,0.0,1029.8,6.2,7.8
"Row4203",0.7031,0.0,1010.2,0.0,20.6
"Row2957",0.862,,1015.9,,10.0
"Row12738",0.6182,0.0,1015.9,10.3,15.6
"Row17318",0.7653,0.0,,3.1,8.9
"Row7870",0.7624,0.0,1022.0,0.0,7.2
"Row14955",0.7761,0.0,1012.2,3.1,15.6
"Row1677",0.9297,0.0,1020.3,6.2,11.7
"Row4727",0.8042,,1015.9,6.2,13.3
"Row10352",0.8614,0.0,1019.0,0.0,9.4
"Row17267",0.8309,0.0,1020.7,4.1,8.3
"Row13909",0.6761,,1015.6,7.7,18.3
"Row11564",0.741,0.0,1014.2,7.7,12.8
"Row13409",0.6714,0.0,,8.2,16.1
"Row9070",0.6334,0.0,1022.0,3.1,11.1
"Row16616",0.9272,0.0,1022.4,0.0,7.2
"Row11743",0.9293,0.0,1012.9,2.1,11.1
"Row7750",0.5634,,1024.7,3.1,11.7
"Row13227",0.8642,0.0,1015.2,,12.2
"Row1312",0.5605,0.0,1016.9,8.2,10.6
"Row11021",0.8909,0.0,1017.6,2.1,8.9
"Row11217",0.8642,0.0,,4.1,12.2
"Row7000",0.3588,,1018.6,3.1,24.4
"Row14154",0.4641,0.0,1015.2,7.2,23.9
"Row9656",0.8631,0.0,1002.7,2.1,11.1
"Row10580",,0.0,1013.5,,11.7
"Row5684",0.4234,0.0,1010.2,7.2,21.1
"Row10515",0.6827,0.0,1017.3,3.1,8.3
"Row1080",0.7979,0.0,1013.9,0.0,8.9
"Row9396",0.6143,0.0,1019.3,3.1,12.2
"Row6222",,0.0,,6.2,13.9
"Row13157",0.8295,0.0,1012.9,3.1,11.7
"Row5464",0.4334,0.0,1014.2,8.8,25.6
"Row13349",0.8996,,1014.9,5.2,12.2
"Row14501",0.9314,0.0,1017.6,,15.0
"Row14713",0.9303,0.0,,4.1,12.8
"Row10399",0.9297,0.0,1021.0,2.6,11.7
"Row6471",,0.0,1017.3,,28.3
"Row5131",0.6326,0.0,1008.8,9.8,20.0
"Row8808",,0.0,1026.1,4.6,8.9
"Row8059",0.741,0.0,1027.8,2.6,12.8
"Row11789",1.0,1.0,1015.9,4.6,11.7
"Row16790",0.7488,0.0,1016.9,,14.4
"Row6517",,0.0,1012.9,5.2,20.6
"Row12351",0.3088,0.0,1009.8,5.7,28.9
"Row3485",0.6954,0.0,1012.2,5.2,16.7
"Row7650",0.6875,,1018.6,6.2,12.8
"Row4032",0.6082,,1010.5,3.1,18.3
"Row3704",0.8343,0.0,1011.5,3.1,15.6
"Row9669",0.9287,0.0,999.0,3.1,10.0
"Row12201",0.8309,0.0,1015.9,4.1,12.8
"Row3640",0.5272,0.0,1016.6,8.2,20.6
"Row10198",0.9673,0.0,1022.0,,11.1
"Row16784",0.7986,0.0,,0.0,9.4
"Row2399",0.7141,0.0,,6.2,11.7
"Row4336",0.4593,0.0,1010.2,9.8,22.2
"Row6746",0.8322,0.0,,3.1,13.9
"Row6142",0.7761,0.0,,2.6,15.6
"Row2318",0.5256,0.0,1019.0,3.1,20.0
"Row12969",0.5975,0.0,1015.6,7.2,15.6
"Row5542",,0.0,,8.8,16.1
"Row4913",0.5372,0.0,1012.5,6.7,24.4
"Row3698",,0.0,,3.1,14.4
"Row16479",0.3629,0.0,1022.0,6.7,11.1
"Row14892",0.6301,0.0,,3.1,18.9
"Row6913",0.9311,0.0,1015.9,3.6,14.4
"Row4452",0.6108,,1011.2,4.6,21.1
"Row2111",0.8579,0.0,1020.0,5.2,11.7
"Row15529",0.9679,0.0,1012.9,5.7,13.3
"Row16369",0.8578,0.0,1024.7,0.0,6.1
"Row14232",0.8057,0.0,1010.8,3.6,14.4
"Row6255",0.5678,0.0,1014.9,8.2,19.4
"Row16428",0.8631,0.0,1020.7,7.2,11.1
"Row5216",,0.0,1016.3,4.6,13.9
"Row16395",0.4397,0.0,1017.6,6.2,10.0
"Row1744",0.5628,0.0,,6.7,18.9
"Row15885",0.8042,0.0,1018.3,3.6,13.3
"Row4718",0.5113,0.0,1015.9,10.8,21.1
"Row5460",0.55,0.0,1016.3,1.5,21.1
"Row11430",0.9228,0.0,1017.3,6.2,10.6
"Row15545",0.7236,0.0,1012.9,9.8,16.7
"Row3348",0.6096,0.0,,4.6,20.6
"Row13170",0.5612,0.0,1011.5,7.2,18.3
"Row10931",0.6488,0.0,1021.3,2.6,17.8
"Row5440",0.6134,,1014.6,,22.2
"Row9218",0.9602,0.0,1019.3,2.6,8.9
"Row535",0.5732,0.0,1026.1,5.2,6.1
"Row12707",0.4514,,1012.9,5.2,19.4
"Row6829",0.702,0.0,1019.6,3.6,20.0
"Row101",0.9246,0.0,1014.9,2.1,2.8
"Row5592",0.7761,0.0,1012.5,,15.6
"Row1698",0.8336,0.0,1018.6,8.2,15.0
"Row14338",0.6954,0.0,1013.2,3.1,16.7
"Row9931",0.7643,0.3,1011.5,4.6,8.3
"Row12527",0.7981,0.0,1019.3,10.3,12.8
"Row8159",0.9281,0.0,1019.0,2.6,8.9
"Row3083",0.5656,0.0,1014.9,2.6,20.0
"Row7298",0.9297,0.0,1016.3,2.1,11.7
"Row13417",0.8932,0.0,1012.2,4.1,11.7
"Row5066",0.6761,0.0,1017.6,2.1,18.3
"Row14482",0.7011,0.0,1015.9,7.2,17.2
"Row11040",0.8568,0.0,1016.7917365478716,,10.6
"Row3706",,0.0,1011.2,3.1,16.7
"Row2826",0.56,0.0,1019.0,9.3,17.8
"Row5596",0.8066,0.0,1011.9,3.1,15.0
"Row8725",0.6897,0.0,1021.7,3.6,13.9
"Row2905",,0.0,1015.2,6.2,12.8
"Row6242",0.8648,,1017.3,3.1,12.8
"Row12303",0.5197,0.0,1016.9,9.8,17.8
"Row3239",0.7725,0.0,1013.9,8.2,13.3
"Row515",0.7151,0.0,1028.4,3.1,12.2
"Row2864",0.8042,0.0,,2.1,13.3
"Row11868",0.7769,0.0,1017.6,2.1,16.1
"Row12929",0.5036,0.0,1018.3,12.9,18.3
"Row126",,1.3,1008.1,10.8,5.6
"Row5873",0.6096,0.0,1013.9,,20.6
"Row7837",0.3653,0.0,1016.7917365478716,5.2,12.8
"Row7519",0.8309,0.0,1017.3,,12.8
"Row3823",0.8322,0.0,1015.9,2.1,13.9
"Row2717",0.9303,0.3,1018.6,3.6,12.8
"Row9126",0.9278,0.0,1020.3,0.0,8.3
"Row5391",0.6976,0.0,,6.2,17.8
"Row9451",0.6887,0.0,1027.8,4.6,11.1
"Row14610",0.6738,0.0,1013.2,6.7,17.2
"Row6389",0.9606,0.0,,2.6,10.0
"Row16075",0.7707,0.0,1012.5,9.3,12.2
"Row10236",0.6287,0.0,1021.3,1.5,18.3
"Row11664",,,1019.0,8.2,10.0
"Row4448",0.7778,0.0,,1.5,16.7
"Row5034",0.6542,0.0,1017.6,9.3,18.3
"Row14419",,,1015.6,9.3,15.0
"Row15057",0.8681,0.0,1014.6,2.1,16.1
"Row5895",0.6998,0.0,1018.6,10.8,18.9
"Row8188",0.8384,0.0,1015.6,9.3,14.4
"Row10147",0.8642,0.0,1021.0,,12.2
"Row11253",0.7981,0.0,1013.5,6.7,12.8
"Row14523",0.867,0.0,1018.0,4.1,15.0
"Row2796",0.5791,0.0,1018.0,3.6,17.8
"Row3863",0.7469,0.0,1016.6,11.3,13.3
"Row4746",0.4096,0.0,1015.2,,22.2
"Row14825",0.6512,0.0,1016.3,15.5,18.9
"Row6497",0.6542,0.0,1013.5,10.8,18.3
"Row14350",0.867,0.0,1012.2,8.8,15.0
"Row12792",,0.0,1016.9,8.2,11.7
"Row13514",,0.0,1016.6,5.2,12.2
"Row5273",0.6082,0.0,1014.6,,20.0
"Row17255",0.8525,0.0,1020.3,,6.7
"Row4374",,0.0,1009.1,5.7,12.2
"Row9596",,0.0,1018.3,2.1,10.0
"Row6839",0.8343,0.0,1018.0,4.1,15.6
"Row9510",0.9265,0.0,1026.8,2.1,6.1
"Row1358",0.4816,,1014.6,4.1,11.7
"Row8350",0.8602,0.0,1013.9,,8.3
"Row14525",0.8958,0.0,1018.0,0.0,15.0
"Row8702",0.6932,0.0,1024.4,2.1,13.3
"Row273",0.8208,0.0,1011.9,6.7,5.0
"Row4178",0.5397,0.0,1011.2,3.1,17.2
"Row15887",0.8642,0.0,,0.0,12.2
"Row13322",0.9297,0.0,1014.9,4.6,11.7
"Row7865",0.3211,0.0,1022.4,0.0,11.7
"Row6474",0.4929,0.0,1015.9,10.8,21.7
"Row15811",0.4594,,1015.9,6.2,16.7
"Row7346",0.5687,0.0,1024.0,2.6,12.2
"Row12084",0.6691,0.0,1020.0,5.7,15.0
"Row14422",0.9305,0.0,1016.6,6.2,13.3
"Row3745",0.8322,0.0,1011.9,3.6,13.9
"Row17441",0.7995,0.0,1020.7,7.2,10.0
"Row4116",0.6029,0.0,1015.9,8.8,17.8
"Row11019",0.9281,,1017.6,4.1,8.9
"Row2484",0.805,0.0,,6.2,13.9
"Row1572",0.6312,,1016.7917365478716,,19.4
"Row5450",0.8659,0.0,1014.6,,13.9
"Row4143",0.4851,0.0,1018.6,9.3,18.9
"Row9460",0.966,0.0,1026.8,0.0,6.1
"Row818",0.8011,0.0,1015.6,2.1,11.1
"Row786",0.5731,0.0,1018.6,2.6,13.9
"Row14859",0.8066,0.0,1013.9,4.1,15.0
"Row10842",0.4044,0.0,1022.0,4.1,15.6
"Row15051",0.8949,,1013.9,0.0,13.9
"Row15126",0.8349,0.0,1013.5,3.1,16.1
"Row5573",0.9679,0.0,1015.9,3.6,13.3
"Row2050",0.5716,0.0,1016.7917365478716,4.6,13.3
"Row7109",0.9676,0.0,1017.6,3.1,12.2
"Row8367",0.7141,0.0,1017.3,3.1,11.7
"Row4395",0.8301,0.0,,3.1,12.2
"Row1920",0.7965,0.0,1017.6,3.6,11.7
"Row7383",,0.0,1016.9,8.2,19.4
"Row5230",0.8343,0.0,1012.2,4.6,15.6
"Row11244",0.6262,0.0,1015.2,2.6,17.2
"Row11050",0.7429,0.0,1021.0,4.1,13.9
"Row8607",0.6061,0.0,,2.6,8.9
"Row10583",0.8631,,1013.2,4.6,11.1
"Row1951",0.9305,0.3,1015.6,2.6,13.3
"Row11928",0.8631,0.0,1015.2,5.7,11.1
"Row16115",0.3226,0.0,1019.0,6.2,12.2
"Row16095",0.5104,,1014.2,9.3,14.4
"Row14684",0.7245,0.0,1014.2,7.2,17.2
"Row12395",,,1019.6,3.6,18.3
"Row10615",,0.0,1012.5,8.8,8.3
"Row7680",0.743,0.0,1019.0,2.6,11.1
"Row7542",,0.0,1013.2,3.1,12.2
"Row12323",0.4704,0.0,1016.3,3.1,20.6
"Row8153",,0.0,1019.3,,11.7
"Row246",0.9578,0.0,1016.3,1.5,1.7
"Row14626",,0.0,1016.3,7.7,16.7
"Row4268",0.6236,0.0,1016.7917365478716,11.8,16.1
"Row4038",0.8066,0.0,1010.8,3.1,15.0
"Row1916",0.8301,0.0,1017.3,9.3,12.2
"Row423",,0.0,,4.6,12.2
"Row5677",0.3162,0.0,1011.5,3.6,27.8
"Row5758",0.7778,0.0,1010.2,5.2,16.7
"Row2276",0.7151,0.0,1016.3,5.7,12.2
"Row8543",0.7911,0.0,1026.8,3.6,4.4
"Row14782",0.8967,,1016.3,6.7,16.1
"Row4534",0.8057,0.0,1009.8,5.2,14.4
"Row9145",0.5262,0.0,1022.0,2.1,12.2
"Row8619",,0.0,1015.6,,7.2
"Row15992",0.9669,0.0,1017.3,3.6,9.4
"Row11578",0.7794,0.0,1018.3,,14.4
"Row6036",0.6976,0.0,1013.9,7.7,17.8
"Row16850",0.9287,0.0,1013.2,4.1,10.0
"Row4952",0.8681,0.0,1016.6,3.6,16.1
"Row15485",0.8371,0.0,1017.3,,13.3
"Row10825",0.9287,,1020.3,0.0,10.0
"Row10303",0.9669,0.0,1014.2,2.1,9.4
"Row7824",0.6034,0.0,1022.7,4.6,7.8
"Row3027",0.7949,0.0,1019.6,8.2,10.6
"Row12756",0.6236,0.0,1019.6,8.8,16.1
"Row13872",0.8949,0.0,1018.3,,13.9
"Row184",0.9287,0.8,,9.3,10.0
"Row4708",0.8932,0.0,1014.9,4.1,11.7
"Row8947",0.8918,0.0,1021.0,1.5,10.0
"Row8846",0.8923,,1021.0,2.6,10.6
"Row12815",0.7717,0.0,1013.9,5.2,12.8
"Row12093",0.7981,0.0,,6.2,12.8
"Row3755",0.7011,0.0,1014.9,7.7,17.2
"Row11852",0.8996,0.0,1016.6,7.2,12.2
"Row5053",0.4989,0.0,1018.3,3.6,23.9
"Row10129",0.9287,0.0,,,10.0
"Row15475",0.5019,,1015.6,6.7,18.9
"Row16199",1.0,1.0,,,11.1
"Row1839",0.7245,0.0,,8.2,17.2
"Row13248",0.9299,0.0,1015.6,5.2,12.2
"Row8217",0.9614,0.0,1021.0,2.6,12.8
"Row583",0.9269,0.0,1023.7,0.0,6.7
"Row3542",0.4082,0.0,1016.6,7.2,21.7
"Row4503",0.5479,0.0,1008.1,6.7,21.7
"Row5720",,0.0,1015.6,0.0,20.0
"Row5303",0.8021,0.0,1018.3,4.1,15.6
"Row10465",0.7162,0.0,1026.4,0.0,12.8
"Row6427",0.4517,,1014.2,9.3,20.6
"Row14383",0.9004,0.0,1015.9,1.5,13.3
"Row776",0.8245,0.0,1021.0,2.1,7.8
"Row2546",0.643,0.0,1018.0,4.1,13.3
"Row16961",0.498,0.0,1028.4,5.2,10.0
"Row10700",0.6061,0.0,1019.0,5.2,8.9
"Row15393",,0.0,1002.7,5.2,15.6
"Row13037",0.9299,0.0,1015.9,4.6,12.2
"Row5630",0.5528,0.0,1013.2,10.3,22.2
"Row5874",0.6773,0.0,,10.8,18.9
"Row848",,0.0,1016.3,2.6,12.2
"Row12038",0.6424,0.0,1013.2,,15.0
"Row5931",0.9012,0.0,1014.9,6.2,14.4
"Row15139",0.702,0.0,1012.5,6.2,20.0
"Row7966",0.9309,0.0,1015.9,4.1,13.9
"Row11734",0.9614,0.0,1013.5,5.2,12.8
"Row8578",0.6255,0.0,1033.5,3.1,7.8
"Row9361",0.9666,0.0,1019.3,2.1,8.3
"Row4717",0.4929,0.0,1015.9,9.3,21.7
"Row9316",0.8608,6.6,1011.2,9.8,8.9
"Row8987",0.7689,0.0,1024.7,1.5,11.1
"Row6809",0.6796,0.0,,2.6,20.0
"Row239",0.9255,0.0,1012.9,3.6,4.4
"Row6358",0.8648,0.0,1014.9,4.6,12.8
"Row7864",0.2507,0.0,1022.7,1.5,12.8
"Row1690",0.8066,0.0,1016.7917365478716,2.6,15.0
"Row12471",0.6784,0.0,1018.0,8.2,19.4
"Row10836",0.6932,0.0,1022.0,3.1,15.6
"Row8867",0.7699,0.0,1024.7,4.1,11.7
"Row10070",0.7429,0.0,1016.6,3.6,13.9
"Row8027",0.6643,,1030.5,2.1,12.8
"Row12703",0.7965,,1013.2,5.2,11.7
"Row3029",0.7995,0.0,1019.6,6.2,10.0
"Row3053",,0.0,,6.2,10.6
"Row16513",0.8513,0.0,,,5.6
"Row8302",0.7995,0.0,1021.7,3.1,10.0
"Row3302",0.5528,0.0,1015.6,4.1,22.2
"Row1838",0.7245,0.0,1022.0,,17.2
"Row1383",0.32,0.0,,2.1,16.1
"Row9587",0.7699,0.0,1016.7917365478716,3.6,11.7
"Row17247",0.737,0.0,1018.6,2.1,10.6
"Row17398",1.0,0.0,1022.7,2.1,8.9
"Row6959",0.8309,0.0,1015.6,,12.8
"Row12266",0.8288,0.0,1013.5,6.7,11.1
"Row13811",,0.0,1014.6,7.2,16.1
"Row14682",0.5315,0.0,1014.2,6.2,22.2
"Row16904",0.8899,0.0,1019.6,3.1,7.8
"Row10538",0.805,,1015.9,,13.9
"Row9571",0.739,0.0,1015.2,3.1,11.7
"Row5274",0.6108,0.0,1014.6,7.7,19.4
"Row14738",0.9297,0.0,1017.3,3.1,11.7
"Row14091",0.8659,0.0,1015.9,,13.9
"Row14307",0.9004,0.0,1014.6,4.6,13.3
"Row1727",0.8309,0.3,1016.3,,12.8
"Row10539",0.8653,0.0,1015.9,5.7,13.3
"Row3322",,0.0,1015.6,4.1,21.7
"Row1542",0.9281,0.0,1023.0,0.0,8.9
"Row16665",0.6768,0.0,,8.8,7.8
"Row13696",0.4827,0.0,1016.3,10.8,25.0
"Row3900",0.4266,0.0,1015.9,6.7,22.2
"Row4025",0.2076,0.0,1009.8,9.8,30.6
"Row5442",0.656,0.0,1014.2,8.2,21.1
"Row1302",0.6531,0.0,1013.5,,7.8
"Row5085",0.2754,0.0,1015.6,6.2,28.9
"Row14272",0.5861,0.0,1014.2,8.8,20.6
"Row5405",0.8021,0.0,1013.2,3.6,15.6
"Row3278",0.6029,0.0,1014.9,8.2,17.8
"Row3558",0.7734,0.0,,2.6,13.9
"Row12893",0.8932,0.0,1016.6,4.6,11.7
"Row687",0.3517,0.0,1019.6,1.5,17.8
"Row6644",0.8384,,1014.2,,14.4
"Row8306",0.8597,0.0,1020.7,1.5,7.8
"Row17396",0.9607,0.0,1022.7,4.6,10.6
"Row1908",0.7459,0.0,,7.2,15.6
"Row16606",0.6556,0.0,1023.7,1.5,8.9
"Row16998",0.8933,0.0,1022.0,0.0,4.4
"Row17130",0.8909,0.0,1023.4,,8.9
"Row1296",0.6074,,,8.2,9.4
"Row4609",0.9004,0.0,1013.5,3.1,13.3
"Row6182",0.5628,0.0,1015.6,9.3,18.9
"Row4349",0.8579,0.0,,,11.7
"Row14020",0.805,0.0,1011.2,4.6,13.9
"Row15904",0.6438,0.0,1018.6,4.6,15.6
"Row8417",0.6851,0.0,1019.3,5.7,9.4
"Row15987",0.8923,0.0,1016.3,3.1,10.6
"Row2497",0.8653,0.0,1016.9,4.1,13.3
"Row6310",0.8371,,1013.5,3.1,13.3
"Row4322",,0.0,1009.8,3.6,13.3
"Row14666",0.8659,0.0,1014.9,3.6,13.9
"Row6303",0.4412,,1010.8,9.3,22.2
"Row12490",0.5181,0.0,,5.2,17.2
"Row13847",0.9004,0.0,1017.3,6.2,13.3
"Row16430",0.6169,0.0,1020.0,10.8,13.3
"Row3920",0.6932,0.0,1014.2,3.1,15.6
"Row6290",0.8042,0.0,1010.5,3.1,13.3
"Row2457",0.7965,0.0,1017.3,7.7,11.7
"Row3799",0.8322,0.0,1018.0,2.6,13.9
"Row10385",0.7981,0.0,1019.3,10.3,12.8
"Row10537",0.8371,0.0,1016.3,0.0,13.3
"Row12565",0.4254,0.0,1017.6,9.3,22.8
"Row11710",0.9303,0.0,,5.2,12.8
"Row11381",,0.0,1016.9,6.7,11.1
"Row2347",0.8343,0.0,1018.0,6.2,15.6
"Row7846",0.7359,0.0,,3.1,7.2
"Row3502",0.8081,0.0,1012.2,6.7,16.1
"Row1964",0.8664,0.3,1013.5,5.2,14.4
"Row929",,,1000.3,6.2,13.3
"Row15883",0.805,0.0,1018.0,4.6,13.9
"Row9783",0.3833,0.0,1028.8,2.1,13.3
"Row15875",0.7236,0.0,1020.3,3.1,16.7
"Row3233",0.6029,0.0,1013.9,10.8,17.8
"Row7120",0.3548,0.0,1015.6,2.1,27.2
"Row10705",0.789,0.0,1017.6,2.6,6.7
"Row7847",0.7051,0.0,1025.7,2.1,7.2
"Row367",0.966,0.0,1016.6,2.1,6.1
"Row13012",0.7981,,1013.5,4.6,12.8
"Row5954",0.867,0.0,1012.5,4.6,15.0
"Row7264",0.5939,0.0,1015.9,5.2,22.2
"Row15107",0.7265,0.0,1016.9,4.1,18.3
"Row148",0.9673,0.3,1004.1,,11.1
"Row12571",0.6463,0.0,1016.6,10.3,16.7
"Row6188",0.8042,0.0,1013.9,8.2,13.3
"Row6257",0.6276,0.0,1014.9,,17.8
"Row11661",0.8281,,1018.6,8.8,10.6
"Row28",0.7911,0.0,1016.7917365478716,2.6,4.4
"Row10746",,0.3,1004.7,8.2,10.0
"Row12176",0.8322,0.0,1016.6,1.5,13.9
"Row938",0.8568,0.0,1006.4,2.1,10.6
"Row9507",,0.0,1026.8,,6.1
"Row2646",0.9303,0.0,1020.7,,12.8
"Row9768",0.6018,0.0,1028.8,0.0,7.2
"Row8925",,0.0,1024.7,2.6,7.8
"Row3670",0.7752,0.0,1017.6,9.3,15.0
"Row4682",0.8371,0.0,,11.3,13.3
"Row8691",0.9265,0.0,1027.4,2.1,6.1
"Row2445",0.6404,0.0,1016.9,9.8,12.2
"Row3596",0.9626,0.3,1013.9,2.1,16.7
"Row10592",0.8026,,1012.5,5.2,12.2
"Row6494",0.5095,0.0,1015.2,8.2,21.7
"Row7192",0.1524,0.0,1016.9,0.0,28.3
"Row1877",0.8568,0.0,1021.7,4.1,10.6
"Row10778",0.8631,0.0,,6.7,11.1
"Row8504",0.8924,,1022.7,5.7,3.3
"Row1507",,0.0,1028.4,8.8,13.3
"Row10023",0.5716,0.0,,3.1,13.3
"Row13502",0.5858,0.0,1015.6,7.7,18.9
"Row15181",0.7054,,1016.3,3.6,19.4
"Row15690",0.3917,0.0,1014.2,8.2,16.1
"Row9890",0.8996,0.5,997.6,5.2,12.2
"Row2155",0.9228,0.0621152418479811,,8.2,10.6
"Row2554",0.8653,1.5,,9.3,13.3
"Row714",,0.0,,4.1,13.9
"Row12041",0.6399,0.0,1016.7917365478716,8.2,13.9
"Row3194",0.8301,0.0,1017.6,4.1,12.2
"Row2795",0.5815,0.0,1018.3,3.1,17.2
"Row15989",,0.0,1016.3,3.1,10.6
"Row8073",0.6169,0.0,1026.1,0.0,13.3
"Row11081",0.6643,0.0,1018.6,11.8,12.8
