"row ID","Temperature (C)"
"Row3161",16.1
"Row3162",15.6
"Row3163",13.9
"Row3164",13.3
"Row3165",13.9
"Row3166",13.3
"Row3167",12.2
"Row3168",12.8
"Row3169",12.8
"Row3170",13.3
"Row3171",12.8
"Row3172",11.7
"Row3173",10.6
"Row3174",11.1
"Row3175",11.7
"Row3176",13.9
"Row3177",16.1
"Row3178",17.2
"Row3179",18.3
"Row3180",19.4
"Row3181",18.9
"Row3182",20.0
"Row3183",18.9
"Row3184",18.9
"Row3185",18.9
"Row3186",17.8
"Row3187",16.7
"Row3188",15.6
"Row3189",14.4
"Row3190",13.9
"Row3191",13.9
"Row3192",13.3
"Row3193",13.3
"Row3194",12.2
"Row3195",12.8
"Row3196",12.2
"Row3197",12.2
"Row3198",11.1
"Row3199",12.2
"Row3200",14.4
"Row3201",16.1
"Row3202",17.2
"Row3203",17.2
"Row3204",18.9
"Row3205",20.0
"Row3206",20.0
"Row3207",19.4
"Row3208",19.4
"Row3209",18.3
"Row3210",17.8
"Row3211",16.7
"Row3212",15.6
"Row3213",14.4
"Row3214",13.9
"Row3215",13.3
"Row3216",13.3
"Row3217",12.8
"Row3218",12.8
"Row3219",11.7
"Row3220",11.7
"Row3221",11.1
"Row3222",11.1
"Row3223",12.2
"Row3224",13.9
"Row3225",16.1
"Row3226",16.7
"Row3227",17.8
"Row3228",18.9
"Row3229",19.4
"Row3230",20.0
"Row3231",18.9
"Row3232",18.9
"Row3233",17.8
"Row3234",16.7
"Row3235",16.7
"Row3236",15.0
"Row3237",13.9
"Row3238",13.9
"Row3239",13.3
"Row3240",13.3
"Row3241",12.8
"Row3242",12.8
"Row3243",12.2
"Row3244",11.7
"Row3245",11.7
"Row3246",11.1
"Row3247",11.7
"Row3248",14.4
"Row3249",16.7
"Row3250",18.3
"Row3251",18.9
"Row3252",18.3
"Row3253",18.9
"Row3254",20.0
"Row3255",20.6
"Row3256",17.8
"Row3257",17.2
"Row3258",17.2
"Row3259",16.1
"Row3260",13.9
"Row3261",13.9
"Row3262",13.3
"Row3263",13.3
"Row3264",12.8
"Row3265",12.2
"Row3266",12.2
"Row3267",12.2
"Row3268",11.7
"Row3269",11.7
"Row3270",12.2
"Row3271",12.8
"Row3272",13.3
"Row3273",15.0
"Row3274",17.2
"Row3275",17.8
"Row3276",18.3
"Row3277",18.9
"Row3278",17.8
"Row3279",19.4
"Row3280",20.6
"Row3281",18.9
"Row3282",17.8
"Row3283",16.1
"Row3284",15.6
"Row3285",15.0
"Row3286",14.4
"Row3287",15.0
"Row3288",14.4
"Row3289",13.9
"Row3290",14.4
"Row3291",13.3
"Row3292",13.3
"Row3293",12.8
"Row3294",12.2
"Row3295",13.3
"Row3296",15.0
"Row3297",16.1
"Row3298",17.2
"Row3299",18.3
"Row3300",19.4
"Row3301",21.1
"Row3302",22.2
"Row3303",25.0
"Row3304",25.0
"Row3305",22.2
"Row3306",21.7
"Row3307",21.1
"Row3308",18.9
"Row3309",18.9
"Row3310",18.9
"Row3311",18.9
"Row3312",18.9
"Row3313",17.8
"Row3314",17.8
"Row3315",17.2
"Row3316",17.2
"Row3317",17.2
"Row3318",16.7
"Row3319",17.8
"Row3320",20.0
"Row3321",20.0
"Row3322",21.7
"Row3323",20.6
"Row3324",21.7
"Row3325",23.9
"Row3326",24.4
"Row3327",24.4
"Row3328",21.7
"Row3329",20.6
"Row3330",20.6
"Row3331",19.4
"Row3332",17.8
"Row3333",17.8
"Row3334",17.8
"Row3335",17.2
"Row3336",16.7
"Row3337",16.7
"Row3338",16.7
"Row3339",16.7
"Row3340",16.7
"Row3341",17.2
"Row3342",16.7
"Row3343",16.7
"Row3344",16.7
"Row3345",17.2
"Row3346",18.3
"Row3347",20.0
"Row3348",20.6
"Row3349",20.6
"Row3350",21.1
"Row3351",21.7
"Row3352",21.1
"Row3353",21.1
"Row3354",20.0
"Row3355",18.9
"Row3356",17.2
"Row3357",16.1
"Row3358",15.6
"Row3359",15.6
"Row3360",15.6
"Row3361",15.6
"Row3362",15.0
"Row3363",14.4
"Row3364",13.9
"Row3365",14.4
"Row3366",14.4
"Row3367",15.0
"Row3368",16.1
"Row3369",17.8
"Row3370",18.9
"Row3371",18.9
"Row3372",19.4
"Row3373",20.6
"Row3374",20.6
"Row3375",20.6
"Row3376",20.6
"Row3377",19.4
"Row3378",18.3
"Row3379",17.2
"Row3380",16.1
"Row3381",15.6
"Row3382",15.0
"Row3383",15.0
"Row3384",14.4
"Row3385",14.4
"Row3386",13.9
"Row3387",13.9
"Row3388",13.3
"Row3389",12.8
"Row3390",12.8
"Row3391",13.9
"Row3392",16.7
"Row3393",17.8
"Row3394",18.9
"Row3395",19.4
"Row3396",21.1
"Row3397",22.2
"Row3398",25.6
"Row3399",23.9
"Row3400",22.2
"Row3401",21.1
"Row3402",19.4
"Row3403",17.8
"Row3404",16.7
"Row3405",15.0
"Row3406",14.4
"Row3407",14.4
"Row3408",14.4
"Row3409",13.9
"Row3410",13.9
"Row3411",13.9
"Row3412",13.9
"Row3413",13.3
"Row3414",13.9
"Row3415",13.9
"Row3416",15.0
"Row3417",17.2
"Row3418",17.8
"Row3419",18.9
"Row3420",18.9
"Row3421",19.4
"Row3422",20.0
"Row3423",20.0
"Row3424",20.0
"Row3425",19.4
"Row3426",18.3
"Row3427",16.7
"Row3428",15.0
"Row3429",14.4
"Row3430",13.9
"Row3431",13.9
"Row3432",13.9
"Row3433",13.9
"Row3434",14.4
"Row3435",13.9
"Row3436",13.3
"Row3437",13.9
"Row3438",13.9
"Row3439",14.4
"Row3440",15.6
"Row3441",16.7
"Row3442",17.2
"Row3443",18.9
"Row3444",20.6
"Row3445",20.6
"Row3446",17.2
"Row3447",17.2
"Row3448",16.7
"Row3449",17.2
"Row3450",16.7
"Row3451",15.6
"Row3452",16.1
"Row3453",15.6
"Row3454",15.6
"Row3455",15.6
"Row3456",15.6
"Row3457",14.4
"Row3458",14.4
"Row3459",13.9
"Row3460",13.9
"Row3461",12.8
"Row3462",12.8
"Row3463",14.4
"Row3464",16.1
"Row3465",18.3
"Row3466",19.4
"Row3467",21.1
"Row3468",21.1
"Row3469",21.7
"Row3470",22.2
"Row3471",22.2
"Row3472",23.9
"Row3473",21.1
"Row3474",20.6
"Row3475",19.4
"Row3476",18.3
"Row3477",17.2
"Row3478",16.7
"Row3479",16.7
"Row3480",16.7
"Row3481",17.2
"Row3482",17.2
"Row3483",16.7
"Row3484",16.7
"Row3485",16.7
"Row3486",16.1
"Row3487",16.1
"Row3488",17.2
"Row3489",16.7
"Row3490",16.1
"Row3491",19.4
"Row3492",18.9
"Row3493",18.3
"Row3494",17.8
"Row3495",17.2
"Row3496",17.8
"Row3497",18.9
"Row3498",18.3
"Row3499",18.3
"Row3500",16.7
"Row3501",16.1
"Row3502",16.1
"Row3503",16.1
"Row3504",16.1
"Row3505",16.1
"Row3506",16.1
"Row3507",16.1
"Row3508",15.6
"Row3509",15.6
"Row3510",15.6
"Row3511",15.6
"Row3512",16.7
"Row3513",15.6
"Row3514",16.7
"Row3515",17.8
"Row3516",19.4
"Row3517",20.0
"Row3518",20.0
"Row3519",20.6
"Row3520",20.6
"Row3521",18.9
"Row3522",19.4
"Row3523",17.8
"Row3524",16.1
"Row3525",15.6
"Row3526",15.0
"Row3527",14.4
"Row3528",14.4
"Row3529",13.9
"Row3530",13.3
"Row3531",12.8
"Row3532",12.8
"Row3533",12.8
"Row3534",12.8
"Row3535",14.4
"Row3536",15.0
"Row3537",17.2
"Row3538",18.9
"Row3539",19.4
"Row3540",20.6
"Row3541",21.1
"Row3542",21.7
"Row3543",21.7
"Row3544",21.7
"Row3545",21.1
"Row3546",20.0
"Row3547",19.4
"Row3548",17.8
"Row3549",16.7
"Row3550",16.7
"Row3551",16.7
"Row3552",16.7
"Row3553",15.6
"Row3554",15.0
"Row3555",14.4
"Row3556",14.4
"Row3557",13.9
"Row3558",13.9
"Row3559",15.0
"Row3560",17.2
"Row3561",18.3
"Row3562",20.0
"Row3563",20.0
"Row3564",21.1
"Row3565",22.8
"Row3566",24.4
"Row3567",23.9
"Row3568",22.8
"Row3569",20.0
"Row3570",19.4
"Row3571",19.4
"Row3572",18.9
"Row3573",18.9
"Row3574",18.3
"Row3575",17.8
"Row3576",18.3
"Row3577",17.8
"Row3578",17.8
"Row3579",17.8
"Row3580",17.8
"Row3581",17.2
"Row3582",17.2
"Row3583",17.8
"Row3584",18.3
"Row3585",18.9
"Row3586",18.9
"Row3587",19.4
"Row3588",20.0
"Row3589",20.0
"Row3590",19.4
"Row3591",19.4
"Row3592",19.4
"Row3593",18.3
"Row3594",17.2
"Row3595",17.2
"Row3596",16.7
"Row3597",16.7
"Row3598",16.7
"Row3599",16.7
"Row3600",16.7
"Row3601",16.7
"Row3602",16.7
"Row3603",17.2
"Row3604",16.1
"Row3605",14.4
"Row3606",14.4
"Row3607",15.0
"Row3608",15.6
"Row3609",16.7
"Row3610",17.2
"Row3611",18.3
"Row3612",18.9
"Row3613",20.0
"Row3614",22.2
"Row3615",22.2
"Row3616",21.7
"Row3617",21.1
"Row3618",20.0
"Row3619",19.4
"Row3620",17.8
"Row3621",17.2
"Row3622",16.7
"Row3623",16.7
"Row3624",16.7
"Row3625",16.7
"Row3626",16.1
"Row3627",15.0
"Row3628",15.0
"Row3629",13.9
"Row3630",13.3
"Row3631",14.4
"Row3632",17.2
"Row3633",18.3
"Row3634",18.3
"Row3635",20.6
"Row3636",21.1
"Row3637",22.8
"Row3638",21.7
"Row3639",21.1
"Row3640",20.6
"Row3641",20.6
"Row3642",18.9
"Row3643",18.3
"Row3644",17.2
"Row3645",16.1
"Row3646",15.6
"Row3647",15.6
"Row3648",15.0
"Row3649",15.0
"Row3650",15.0
"Row3651",14.4
"Row3652",14.4
"Row3653",14.4
"Row3654",14.4
"Row3655",15.0
"Row3656",16.1
"Row3657",17.2
"Row3658",17.8
"Row3659",18.3
"Row3660",18.9
"Row3661",20.0
"Row3662",19.4
"Row3663",19.4
"Row3664",18.9
"Row3665",17.8
"Row3666",17.8
"Row3667",17.2
"Row3668",16.1
"Row3669",15.6
"Row3670",15.0
"Row3671",15.0
"Row3672",14.4
"Row3673",14.4
"Row3674",14.4
"Row3675",14.4
"Row3676",14.4
"Row3677",14.4
"Row3678",14.4
"Row3679",15.0
"Row3680",15.6
"Row3681",16.1
"Row3682",16.7
"Row3683",17.8
"Row3684",18.3
"Row3685",18.9
"Row3686",17.8
"Row3687",17.8
"Row3688",17.2
"Row3689",16.1
"Row3690",15.0
"Row3691",15.0
"Row3692",14.4
"Row3693",14.4
"Row3694",14.4
"Row3695",14.4
"Row3696",14.4
"Row3697",14.4
"Row3698",14.4
"Row3699",14.4
"Row3700",14.4
"Row3701",14.4
"Row3702",14.4
"Row3703",15.0
"Row3704",15.6
"Row3705",16.7
"Row3706",16.7
"Row3707",16.1
"Row3708",17.8
"Row3709",16.7
"Row3710",16.7
"Row3711",16.7
"Row3712",17.2
"Row3713",16.1
"Row3714",15.0
"Row3715",13.9
"Row3716",13.3
"Row3717",13.9
"Row3718",13.9
"Row3719",13.9
"Row3720",13.9
"Row3721",13.3
"Row3722",12.8
"Row3723",12.2
"Row3724",11.1
"Row3725",11.7
"Row3726",11.1
"Row3727",12.8
"Row3728",13.3
"Row3729",15.0
"Row3730",15.0
"Row3731",16.7
"Row3732",17.2
"Row3733",17.8
"Row3734",17.8
"Row3735",17.8
"Row3736",17.8
"Row3737",17.8
"Row3738",17.2
"Row3739",16.1
"Row3740",15.6
"Row3741",14.4
"Row3742",14.4
"Row3743",13.9
"Row3744",13.9
"Row3745",13.9
"Row3746",13.9
"Row3747",13.9
"Row3748",13.3
"Row3749",13.3
"Row3750",13.9
"Row3751",14.4
"Row3752",15.6
"Row3753",16.7
"Row3754",17.2
"Row3755",17.2
"Row3756",15.6
"Row3757",16.1
"Row3758",18.3
"Row3759",17.8
"Row3760",17.2
"Row3761",17.2
"Row3762",17.2
"Row3763",16.7
"Row3764",15.6
"Row3765",15.0
"Row3766",15.0
"Row3767",15.0
"Row3768",15.0
"Row3769",15.0
"Row3770",15.0
"Row3771",15.0
"Row3772",15.0
"Row3773",14.4
"Row3774",13.9
"Row3775",14.4
"Row3776",16.1
"Row3777",16.7
"Row3778",17.2
"Row3779",17.8
"Row3780",18.3
"Row3781",19.4
"Row3782",20.0
"Row3783",20.0
"Row3784",20.0
"Row3785",18.9
"Row3786",18.3
"Row3787",17.2
"Row3788",16.1
"Row3789",15.0
"Row3790",15.0
"Row3791",14.4
"Row3792",14.4
"Row3793",13.9
"Row3794",13.9
"Row3795",13.9
"Row3796",13.3
"Row3797",13.3
"Row3798",12.8
"Row3799",13.9
"Row3800",16.1
"Row3801",17.2
"Row3802",18.9
"Row3803",20.0
"Row3804",21.7
"Row3805",21.1
"Row3806",20.6
"Row3807",20.0
"Row3808",20.0
"Row3809",19.4
"Row3810",18.3
"Row3811",17.2
"Row3812",15.6
"Row3813",15.0
"Row3814",14.4
"Row3815",13.9
"Row3816",13.9
"Row3817",13.3
"Row3818",13.3
"Row3819",12.8
"Row3820",12.2
"Row3821",12.8
"Row3822",12.2
"Row3823",13.9
"Row3824",17.2
"Row3825",18.3
"Row3826",18.9
"Row3827",20.6
"Row3828",23.9
"Row3829",25.6
"Row3830",21.1
"Row3831",21.1
"Row3832",20.6
"Row3833",21.7
"Row3834",20.6
"Row3835",20.0
"Row3836",16.7
"Row3837",15.6
"Row3838",14.4
"Row3839",14.4
"Row3840",15.6
"Row3841",15.6
"Row3842",15.0
"Row3843",15.0
"Row3844",14.4
"Row3845",13.9
"Row3846",13.9
"Row3847",13.9
"Row3848",14.4
"Row3849",15.6
"Row3850",16.7
"Row3851",17.8
"Row3852",18.3
"Row3853",18.9
"Row3854",18.3
"Row3855",18.9
"Row3856",18.3
"Row3857",18.3
"Row3858",16.7
"Row3859",15.6
"Row3860",14.4
"Row3861",13.9
"Row3862",13.3
"Row3863",13.3
"Row3864",12.8
"Row3865",12.8
"Row3866",12.8
"Row3867",12.8
"Row3868",12.8
"Row3869",12.2
"Row3870",11.7
"Row3871",12.2
"Row3872",13.9
"Row3873",15.0
"Row3874",17.2
"Row3875",18.9
"Row3876",18.9
"Row3877",20.0
"Row3878",20.6
"Row3879",20.6
"Row3880",20.0
"Row3881",19.4
"Row3882",18.3
"Row3883",17.2
"Row3884",15.6
"Row3885",13.9
"Row3886",13.9
"Row3887",13.3
"Row3888",13.3
"Row3889",12.8
"Row3890",12.2
"Row3891",12.2
"Row3892",11.7
"Row3893",11.7
"Row3894",11.7
"Row3895",12.8
"Row3896",16.7
"Row3897",18.9
"Row3898",20.6
"Row3899",22.2
"Row3900",22.2
"Row3901",23.9
"Row3902",22.8
"Row3903",21.1
"Row3904",19.4
"Row3905",20.0
"Row3906",18.9
"Row3907",16.7
"Row3908",15.6
"Row3909",15.0
"Row3910",13.9
"Row3911",13.9
"Row3912",13.3
"Row3913",12.8
"Row3914",12.2
"Row3915",12.2
"Row3916",11.7
"Row3917",11.7
"Row3918",11.1
"Row3919",12.8
"Row3920",15.6
"Row3921",17.2
"Row3922",18.9
"Row3923",18.9
"Row3924",21.7
"Row3925",22.2
"Row3926",20.6
"Row3927",20.6
"Row3928",21.1
"Row3929",21.1
"Row3930",21.1
"Row3931",18.9
"Row3932",17.2
"Row3933",15.6
"Row3934",15.6
"Row3935",14.4
"Row3936",14.4
"Row3937",13.9
"Row3938",13.9
"Row3939",13.3
"Row3940",13.9
"Row3941",13.3
"Row3942",13.3
"Row3943",15.0
"Row3944",17.8
"Row3945",18.9
"Row3946",20.0
"Row3947",20.0
"Row3948",20.6
"Row3949",21.1
"Row3950",22.8
"Row3951",22.2
"Row3952",22.2
"Row3953",21.1
"Row3954",20.0
"Row3955",19.4
"Row3956",17.2
"Row3957",15.6
"Row3958",15.0
"Row3959",14.4
"Row3960",13.9
"Row3961",13.3
"Row3962",13.3
"Row3963",13.3
"Row3964",12.8
"Row3965",13.3
"Row3966",13.3
"Row3967",13.9
"Row3968",14.4
"Row3969",15.6
"Row3970",16.1
"Row3971",17.2
"Row3972",18.3
"Row3973",18.9
"Row3974",20.0
"Row3975",21.1
"Row3976",20.0
"Row3977",18.9
"Row3978",17.8
"Row3979",16.7
"Row3980",15.0
"Row3981",14.4
"Row3982",13.9
"Row3983",13.3
"Row3984",12.8
"Row3985",12.2
"Row3986",12.2
"Row3987",11.7
"Row3988",12.2
"Row3989",11.7
"Row3990",12.2
"Row3991",13.3
"Row3992",17.2
"Row3993",19.4
"Row3994",20.0
"Row3995",23.3
"Row3996",26.7
"Row3997",28.9
"Row3998",29.4
"Row3999",26.1
"Row4000",27.2
"Row4001",27.2
"Row4002",27.2
"Row4003",25.6
"Row4004",23.9
"Row4005",22.2
"Row4006",20.0
"Row4007",20.6
"Row4008",22.2
"Row4009",21.1
"Row4010",20.0
"Row4011",21.1
"Row4012",23.3
"Row4013",22.8
"Row4014",21.1
"Row4015",21.7
"Row4016",27.2
"Row4017",27.2
"Row4018",27.2
"Row4019",30.6
"Row4020",30.6
"Row4021",32.2
"Row4022",33.9
"Row4023",32.2
"Row4024",31.7
"Row4025",30.6
"Row4026",30.0
"Row4027",28.3
"Row4028",25.0
"Row4029",21.7
"Row4030",19.4
"Row4031",18.3
"Row4032",18.3
"Row4033",16.7
"Row4034",16.7
"Row4035",15.0
"Row4036",15.0
"Row4037",14.4
"Row4038",15.0
"Row4039",17.2
"Row4040",21.1
"Row4041",23.3
"Row4042",23.9
"Row4043",25.6
"Row4044",26.7
"Row4045",28.9
"Row4046",29.4
"Row4047",30.0
"Row4048",29.4
"Row4049",27.8
"Row4050",26.1
"Row4051",25.6
"Row4052",22.2
"Row4053",20.0
"Row4054",19.4
"Row4055",17.8
"Row4056",17.2
"Row4057",16.1
"Row4058",15.6
"Row4059",15.0
"Row4060",15.6
"Row4061",15.6
"Row4062",15.0
"Row4063",15.6
"Row4064",19.4
"Row4065",20.6
"Row4066",21.1
"Row4067",23.9
"Row4068",23.9
"Row4069",22.2
"Row4070",22.2
"Row4071",20.6
"Row4072",20.0
"Row4073",19.4
"Row4074",18.3
"Row4075",16.1
"Row4076",14.4
"Row4077",13.3
"Row4078",13.3
"Row4079",12.8
"Row4080",13.3
"Row4081",13.3
"Row4082",12.8
"Row4083",12.8
"Row4084",12.8
"Row4085",12.2
"Row4086",12.2
"Row4087",12.8
"Row4088",14.4
"Row4089",15.0
"Row4090",16.1
"Row4091",16.7
"Row4092",18.3
"Row4093",18.3
"Row4094",17.2
"Row4095",17.2
"Row4096",16.1
"Row4097",16.7
"Row4098",16.1
"Row4099",15.6
"Row4100",15.0
"Row4101",14.4
"Row4102",13.9
"Row4103",13.9
"Row4104",13.3
"Row4105",13.9
"Row4106",13.3
"Row4107",13.3
"Row4108",13.3
"Row4109",13.3
"Row4110",12.8
"Row4111",13.3
"Row4112",13.9
"Row4113",15.6
"Row4114",16.7
"Row4115",16.7
"Row4116",17.8
"Row4117",17.8
"Row4118",18.9
"Row4119",18.3
"Row4120",17.8
"Row4121",17.2
"Row4122",17.2
"Row4123",16.1
"Row4124",14.4
"Row4125",13.9
"Row4126",13.3
"Row4127",12.8
"Row4128",12.2
"Row4129",12.2
"Row4130",11.7
"Row4131",11.7
"Row4132",11.7
"Row4133",11.1
"Row4134",11.1
"Row4135",12.2
"Row4136",13.9
"Row4137",17.2
"Row4138",18.3
"Row4139",18.9
"Row4140",20.0
"Row4141",19.4
"Row4142",19.4
"Row4143",18.9
"Row4144",18.9
"Row4145",18.3
"Row4146",17.2
"Row4147",16.7
"Row4148",15.0
"Row4149",13.9
"Row4150",13.3
"Row4151",13.3
"Row4152",12.8
"Row4153",12.2
"Row4154",12.2
"Row4155",11.7
"Row4156",11.1
"Row4157",11.1
"Row4158",11.7
"Row4159",13.9
"Row4160",16.7
"Row4161",18.9
"Row4162",20.0
"Row4163",20.6
"Row4164",23.9
"Row4165",25.0
"Row4166",23.3
"Row4167",22.8
"Row4168",22.8
"Row4169",23.3
"Row4170",22.8
"Row4171",21.1
"Row4172",20.0
"Row4173",18.9
"Row4174",17.2
"Row4175",16.7
"Row4176",16.7
"Row4177",17.2
"Row4178",17.2
"Row4179",16.7
"Row4180",16.1
"Row4181",15.0
"Row4182",15.6
"Row4183",17.2
"Row4184",21.1
"Row4185",25.0
"Row4186",26.7
"Row4187",30.0
"Row4188",32.8
"Row4189",33.9
"Row4190",33.3
"Row4191",34.4
"Row4192",34.4
"Row4193",33.3
"Row4194",33.3
"Row4195",31.7
"Row4196",30.0
"Row4197",28.9
"Row4198",27.8
"Row4199",26.1
"Row4200",23.3
"Row4201",22.8
"Row4202",21.7
"Row4203",20.6
"Row4204",20.0
"Row4205",20.0
"Row4206",19.4
"Row4207",21.1
"Row4208",24.4
"Row4209",23.9
"Row4210",25.6
"Row4211",26.7
"Row4212",30.0
"Row4213",31.1
"Row4214",33.3
"Row4215",32.2
"Row4216",34.4
"Row4217",32.2
"Row4218",28.9
"Row4219",25.6
"Row4220",22.8
"Row4221",19.4
"Row4222",16.7
"Row4223",15.6
"Row4224",14.4
"Row4225",12.8
"Row4226",12.8
"Row4227",12.2
"Row4228",12.2
"Row4229",11.7
"Row4230",11.7
"Row4231",13.3
"Row4232",15.6
"Row4233",17.2
"Row4234",18.9
"Row4235",20.6
"Row4236",22.2
"Row4237",23.3
"Row4238",23.9
"Row4239",24.4
"Row4240",23.3
"Row4241",22.2
"Row4242",19.4
"Row4243",18.9
"Row4244",17.2
"Row4245",16.1
"Row4246",15.6
"Row4247",15.6
"Row4248",15.0
"Row4249",13.9
"Row4250",13.3
"Row4251",12.8
"Row4252",12.2
"Row4253",12.2
"Row4254",12.2
"Row4255",13.3
"Row4256",14.4
"Row4257",16.1
"Row4258",17.2
"Row4259",18.9
"Row4260",19.4
"Row4261",20.0
"Row4262",20.6
"Row4263",20.6
"Row4264",19.4
"Row4265",18.9
"Row4266",18.3
"Row4267",16.7
"Row4268",16.1
"Row4269",14.4
"Row4270",13.9
"Row4271",13.3
"Row4272",12.8
"Row4273",12.8
"Row4274",12.2
"Row4275",12.2
"Row4276",12.2
"Row4277",12.2
"Row4278",12.2
"Row4279",12.8
"Row4280",13.9
"Row4281",15.0
"Row4282",15.0
"Row4283",16.1
"Row4284",17.2
"Row4285",18.3
"Row4286",18.9
"Row4287",18.3
"Row4288",18.9
"Row4289",18.9
"Row4290",17.8
"Row4291",17.2
"Row4292",16.1
"Row4293",15.0
"Row4294",13.9
"Row4295",13.3
"Row4296",13.3
"Row4297",12.8
"Row4298",12.8
"Row4299",12.8
"Row4300",12.2
"Row4301",12.8
"Row4302",12.2
"Row4303",13.3
"Row4304",17.2
"Row4305",20.0
"Row4306",20.0
"Row4307",21.1
"Row4308",23.9
"Row4309",25.6
"Row4310",22.8
"Row4311",22.2
"Row4312",22.2
"Row4313",20.6
"Row4314",20.0
"Row4315",17.8
"Row4316",16.1
"Row4317",15.6
"Row4318",13.9
"Row4319",13.9
"Row4320",13.9
"Row4321",13.3
"Row4322",13.3
"Row4323",13.3
"Row4324",13.9
"Row4325",13.9
"Row4326",14.4
"Row4327",15.6
"Row4328",18.9
"Row4329",20.6
"Row4330",20.6
"Row4331",21.7
"Row4332",25.0
"Row4333",23.9
"Row4334",23.3
"Row4335",21.7
"Row4336",22.2
"Row4337",20.6
"Row4338",20.0
"Row4339",18.3
"Row4340",16.7
"Row4341",15.0
"Row4342",14.4
"Row4343",13.9
"Row4344",13.9
"Row4345",13.9
"Row4346",13.3
"Row4347",12.8
"Row4348",12.2
"Row4349",11.7
"Row4350",12.2
"Row4351",13.3
"Row4352",16.7
"Row4353",18.3
"Row4354",20.6
"Row4355",22.2
"Row4356",21.1
"Row4357",25.6
"Row4358",25.0
"Row4359",23.9
"Row4360",22.8
"Row4361",23.9
"Row4362",21.7
"Row4363",19.4
"Row4364",17.8
"Row4365",15.6
"Row4366",15.0
"Row4367",14.4
"Row4368",13.9
"Row4369",13.3
"Row4370",13.3
"Row4371",12.8
"Row4372",12.8
"Row4373",12.2
"Row4374",12.2
"Row4375",13.3
"Row4376",15.0
"Row4377",16.1
"Row4378",17.2
"Row4379",17.8
"Row4380",18.9
"Row4381",18.3
"Row4382",18.9
"Row4383",18.9
"Row4384",18.3
"Row4385",17.8
"Row4386",17.2
"Row4387",16.7
"Row4388",15.6
"Row4389",14.4
"Row4390",13.9
"Row4391",13.3
"Row4392",12.8
"Row4393",12.2
"Row4394",12.2
"Row4395",12.2
"Row4396",11.7
"Row4397",11.7
"Row4398",12.2
"Row4399",13.3
"Row4400",15.6
"Row4401",17.2
"Row4402",18.9
"Row4403",19.4
"Row4404",21.7
"Row4405",22.2
"Row4406",22.8
"Row4407",21.7
"Row4408",20.6
"Row4409",21.1
"Row4410",19.4
"Row4411",18.3
"Row4412",16.1
"Row4413",15.0
"Row4414",14.4
"Row4415",13.9
"Row4416",13.3
"Row4417",13.3
"Row4418",13.3
"Row4419",12.8
"Row4420",12.8
"Row4421",12.2
"Row4422",11.7
"Row4423",13.3
"Row4424",15.6
"Row4425",17.8
"Row4426",18.3
"Row4427",20.0
"Row4428",20.6
"Row4429",21.7
"Row4430",23.3
"Row4431",25.6
"Row4432",26.1
"Row4433",25.0
"Row4434",21.7
"Row4435",20.0
"Row4436",17.8
"Row4437",15.6
"Row4438",15.6
"Row4439",14.4
"Row4440",14.4
"Row4441",15.0
"Row4442",15.0
"Row4443",15.0
"Row4444",13.3
"Row4445",13.3
"Row4446",13.3
"Row4447",14.4
"Row4448",16.7
"Row4449",18.3
"Row4450",19.4
"Row4451",20.6
"Row4452",21.1
"Row4453",21.7
"Row4454",22.2
"Row4455",22.8
"Row4456",23.3
"Row4457",22.2
"Row4458",19.4
"Row4459",18.9
"Row4460",16.7
"Row4461",15.6
"Row4462",15.0
"Row4463",14.4
"Row4464",13.9
"Row4465",13.9
"Row4466",14.4
"Row4467",15.0
"Row4468",15.0
"Row4469",15.0
"Row4470",15.0
"Row4471",15.6
"Row4472",16.1
"Row4473",16.7
"Row4474",17.2
"Row4475",18.9
"Row4476",19.4
"Row4477",20.6
"Row4478",21.1
"Row4479",20.0
"Row4480",20.0
"Row4481",19.4
"Row4482",18.3
"Row4483",16.7
"Row4484",15.6
"Row4485",13.9
"Row4486",13.3
"Row4487",13.3
"Row4488",13.3
"Row4489",12.8
"Row4490",13.3
"Row4491",13.3
"Row4492",13.3
"Row4493",13.3
"Row4494",13.9
"Row4495",13.9
"Row4496",14.4
"Row4497",16.1
"Row4498",18.3
"Row4499",18.9
"Row4500",19.4
"Row4501",20.0
"Row4502",20.6
"Row4503",21.7
"Row4504",21.7
"Row4505",22.2
"Row4506",20.0
"Row4507",18.3
"Row4508",16.1
"Row4509",14.4
"Row4510",13.9
"Row4511",13.3
"Row4512",13.3
"Row4513",13.3
"Row4514",13.3
"Row4515",13.3
"Row4516",13.3
"Row4517",13.3
"Row4518",13.9
"Row4519",13.9
"Row4520",14.4
"Row4521",15.6
"Row4522",18.3
"Row4523",18.9
"Row4524",20.0
"Row4525",20.0
"Row4526",21.7
"Row4527",22.2
"Row4528",21.1
"Row4529",20.6
"Row4530",19.4
"Row4531",17.2
"Row4532",16.1
"Row4533",14.4
"Row4534",14.4
"Row4535",13.9
"Row4536",13.9
"Row4537",13.3
"Row4538",13.9
"Row4539",14.4
"Row4540",14.4
"Row4541",14.4
"Row4542",13.9
"Row4543",13.9
"Row4544",14.4
"Row4545",16.1
"Row4546",17.8
"Row4547",19.4
"Row4548",20.0
"Row4549",20.6
"Row4550",21.7
"Row4551",21.7
"Row4552",22.8
"Row4553",21.7
"Row4554",20.6
"Row4555",17.8
"Row4556",16.1
"Row4557",15.0
"Row4558",15.0
