"row ID","Humidity Fraction","Precipitation One Hour (mm)","Pressure Altimeter (mbar)","Temperature (C)","Wind Speed (m/s)","Date and time"
"Row1836",0.675,0.0,1022.7,17.8,3.1,"1993-03-18T12:00:00"
"Row1837",0.7011,0.0,1022.4,17.2,6.2,"1993-03-18T13:00:00"
"Row1838",0.7245,0.0,1022.0,17.2,5.7,"1993-03-18T14:00:00"
"Row1839",0.7245,0.0,1021.7,17.2,8.2,"1993-03-18T15:00:00"
"Row1840",0.7236,0.0,1016.7917365478716,16.7,5.7,"1993-03-18T16:00:00"
"Row1841",0.7225,0.0,1021.3,16.1,6.7,"1993-03-18T17:00:00"
"Row1842",0.8322,0.0,1021.7,13.9,9.8,"1993-03-18T18:00:00"
"Row1843",0.8653,0.0,1022.0,13.3,9.3,"1993-03-18T19:00:00"
"Row1844",0.8653,0.0,1022.4,13.3,9.8,"1993-03-18T20:00:00"
"Row1845",0.8941,0.0,1022.7,12.8,8.2,"1993-03-18T21:00:00"
"Row1846",0.8648,0.0,1022.7,12.8,6.2,"1993-03-18T22:00:00"
"Row1847",0.8371,0.0,1023.0,13.3,6.2,"1993-03-18T23:00:00"
"Row1848",0.8371,0.0,1022.7,13.3,4.6,"1993-03-19T00:00:00"
"Row1849",0.8648,0.0,1022.7,12.8,5.7,"1993-03-19T01:00:00"
"Row1850",0.8941,0.0,1022.4,12.8,3.6,"1993-03-19T02:00:00"
"Row1851",0.8941,0.0,1022.0,12.8,2.6,"1993-03-19T03:00:00"
"Row1852",0.8648,0.0,1016.7917365478716,12.8,1.5,"1993-03-19T04:00:00"
"Row1853",0.8996,0.0,1021.7,12.2,3.1,"1993-03-19T05:00:00"
"Row1854",0.8642,0.0,1021.7,12.2,3.1,"1993-03-19T06:00:00"
"Row1855",0.8642,0.0,1022.4,12.2,2.1,"1993-03-19T07:00:00"
"Row1856",0.8309,0.0,1023.4,12.8,3.1,"1993-03-19T08:00:00"
"Row1857",0.805,0.0,1023.4,13.9,2.1,"1993-03-19T09:00:00"
"Row1858",0.805,0.0,1023.7,13.9,1.5,"1993-03-19T10:00:00"
"Row1859",0.7752,0.0,1023.4,15.0,1.5,"1993-03-19T11:00:00"
"Row1860",0.7752,0.0,1023.4,15.0,3.6,"1993-03-19T12:00:00"
"Row1861",0.7761,0.0,1022.7,15.6,2.6,"1993-03-19T13:00:00"
"Row1862",0.8066,0.0,1022.4,15.0,6.2,"1993-03-19T14:00:00"
"Row1863",0.8066,0.0,1022.0,15.0,6.2,"1993-03-19T15:00:00"
"Row1864",0.8057,0.0,1021.7,14.4,5.7,"1993-03-19T16:00:00"
"Row1865",0.8057,0.0,1021.3,14.4,6.7,"1993-03-19T17:00:00"
"Row1866",0.8653,0.0,1021.0,13.3,7.2,"1993-03-19T18:00:00"
"Row1867",0.8653,0.0,1021.7,13.3,8.8,"1993-03-19T19:00:00"
"Row1868",0.8371,0.0,1022.0,13.3,8.2,"1993-03-19T20:00:00"
"Row1869",0.8309,0.0,1022.4,12.8,9.3,"1993-03-19T21:00:00"
"Row1870",0.7981,0.0,1022.7,12.8,8.8,"1993-03-19T22:00:00"
"Row1871",0.8301,0.0,1022.7,12.2,5.7,"1993-03-19T23:00:00"
"Row1872",0.8642,0.0,1022.7,12.2,6.7,"1993-03-20T00:00:00"
"Row1873",0.8301,0.0,1022.7,12.2,8.2,"1993-03-20T01:00:00"
"Row1874",0.8579,0.0,1022.4,11.7,5.7,"1993-03-20T02:00:00"
"Row1875",0.8579,0.0,1022.0,11.7,5.2,"1993-03-20T03:00:00"
"Row1876",0.8631,0.0,1021.7,11.1,5.2,"1993-03-20T04:00:00"
"Row1877",0.8568,0.0,1021.7,10.6,4.1,"1993-03-20T05:00:00"
"Row1878",0.862,0.0,1022.4,10.0,4.1,"1993-03-20T06:00:00"
"Row1879",0.8918,0.0,1022.7,10.0,3.1,"1993-03-20T07:00:00"
"Row1880",0.7981,0.0,1023.0,12.8,3.1,"1993-03-20T08:00:00"
"Row1881",0.6954,0.0,1016.7917365478716,14.4,3.6,"1993-03-20T09:00:00"
"Row1882",0.6932,0.0,1016.7917365478716,15.6,2.6,"1993-03-20T10:00:00"
"Row1883",0.6714,0.0,1022.7,16.1,2.6,"1993-03-20T11:00:00"
"Row1884",0.6488,0.0,1022.4,17.8,6.7,"1993-03-20T12:00:00"
"Row1885",0.6488,0.0,1022.0,17.8,7.2,"1993-03-20T13:00:00"
"Row1886",0.6738,0.0,1021.0,17.2,8.2,"1993-03-20T14:00:00"
"Row1887",0.7011,0.0,1020.7,17.2,12.9,"1993-03-20T15:00:00"
"Row1888",0.7517,0.0,1016.7917365478716,16.1,12.9,"1993-03-20T16:00:00"
"Row1889",0.7459,0.0,1020.0,15.6,10.3,"1993-03-20T17:00:00"
"Row1890",0.8057,0.0,1020.0,14.4,13.4,"1993-03-20T18:00:00"
"Row1891",0.8653,0.0,1020.0,13.3,8.2,"1993-03-20T19:00:00"
"Row1892",0.8653,0.0,1020.0,13.3,7.2,"1993-03-20T20:00:00"
"Row1893",0.8322,0.0,1016.7917365478716,13.9,8.8,"1993-03-20T21:00:00"
"Row1894",0.8322,0.0,1020.7,13.9,8.8,"1993-03-20T22:00:00"
"Row1895",0.8653,0.0,1020.3,13.3,8.2,"1993-03-20T23:00:00"
"Row1896",0.8653,0.0,1020.7,13.3,6.2,"1993-03-21T00:00:00"
"Row1897",0.8648,0.0,1020.3,12.8,5.7,"1993-03-21T01:00:00"
"Row1898",0.8648,0.0,1020.0,12.8,4.1,"1993-03-21T02:00:00"
"Row1899",0.8932,0.0,1019.0,11.7,2.6,"1993-03-21T03:00:00"
"Row1900",0.8996,0.0,1018.6,12.2,2.1,"1993-03-21T04:00:00"
"Row1901",0.9297,0.0,1018.6,11.7,2.1,"1993-03-21T05:00:00"
"Row1902",0.8932,0.0,1018.6,11.7,0.0,"1993-03-21T06:00:00"
"Row1903",0.8996,0.0,1018.6,12.2,0.0,"1993-03-21T07:00:00"
"Row1904",0.8653,0.0,1019.3,13.3,0.0,"1993-03-21T08:00:00"
"Row1905",0.8371,0.0,1019.6,13.3,2.1,"1993-03-21T09:00:00"
"Row1906",0.8653,0.0,1016.7917365478716,13.3,6.2,"1993-03-21T10:00:00"
"Row1907",0.7752,0.0,1019.6,15.0,6.2,"1993-03-21T11:00:00"
"Row1908",0.7459,0.0,1019.3,15.6,7.2,"1993-03-21T12:00:00"
"Row1909",0.7517,0.0,1019.0,16.1,6.2,"1993-03-21T13:00:00"
"Row1910",0.7236,0.0,1018.0,16.7,6.7,"1993-03-21T14:00:00"
"Row1911",0.7215,0.0,1017.3,15.6,7.7,"1993-03-21T15:00:00"
"Row1912",0.7215,0.0,1016.7917365478716,15.6,7.7,"1993-03-21T16:00:00"
"Row1913",0.7488,0.0,1016.6,14.4,9.3,"1993-03-21T17:00:00"
"Row1914",0.8042,0.0,1016.6,13.3,7.7,"1993-03-21T18:00:00"
"Row1915",0.8309,0.0,1016.6,12.8,7.2,"1993-03-21T19:00:00"
"Row1916",0.8301,0.0,1017.3,12.2,9.3,"1993-03-21T20:00:00"
"Row1917",0.8301,0.0,1017.6,12.2,7.2,"1993-03-21T21:00:00"
"Row1918",0.8301,0.0,1018.0,12.2,5.2,"1993-03-21T22:00:00"
"Row1919",0.7965,0.0,1017.6,11.7,4.6,"1993-03-21T23:00:00"
"Row1920",0.7965,0.0,1017.6,11.7,3.6,"1993-03-22T00:00:00"
"Row1921",0.7965,0.0,1017.6,11.7,4.6,"1993-03-22T01:00:00"
"Row1922",0.8288,0.0,1017.6,11.1,4.6,"1993-03-22T02:00:00"
"Row1923",0.8631,0.0,1016.9,11.1,4.1,"1993-03-22T03:00:00"
"Row1924",0.8923,0.0,1016.7917365478716,10.6,3.1,"1993-03-22T04:00:00"
"Row1925",0.8918,0.0,1016.9,10.0,2.6,"1993-03-22T05:00:00"
"Row1926",0.8974,0.0,1016.9,9.4,3.6,"1993-03-22T06:00:00"
"Row1927",0.8974,0.0,1017.3,9.4,2.1,"1993-03-22T07:00:00"
"Row1928",0.7183,0.0,1017.6,13.9,0.0,"1993-03-22T08:00:00"
"Row1929",0.7488,0.0,1017.3,14.4,3.1,"1993-03-22T09:00:00"
"Row1930",0.692,0.0,1017.6,15.0,3.1,"1993-03-22T10:00:00"
"Row1931",0.6714,0.0,1017.3,16.1,3.1,"1993-03-22T11:00:00"
"Row1932",0.6738,0.0,1016.9,17.2,2.6,"1993-03-22T12:00:00"
"Row1933",0.4499,0.0,1016.6,18.9,7.2,"1993-03-22T13:00:00"
"Row1934",0.6262,0.0,1016.3,17.2,8.2,"1993-03-22T14:00:00"
"Row1935",0.7236,0.0,1015.9,16.7,8.2,"1993-03-22T15:00:00"
"Row1936",0.8343,0.0,1016.7917365478716,15.6,9.3,"1993-03-22T16:00:00"
"Row1937",0.8664,0.0,1015.6,14.4,6.2,"1993-03-22T17:00:00"
"Row1938",0.8664,0.0,1015.6,14.4,5.7,"1993-03-22T18:00:00"
"Row1939",0.9305,0.0,1015.9,13.3,3.1,"1993-03-22T19:00:00"
"Row1940",0.9305,0.0,1015.9,13.3,4.1,"1993-03-22T20:00:00"
"Row1941",0.9004,0.0,1016.3,13.3,3.1,"1993-03-22T21:00:00"
"Row1942",0.9004,0.0,1016.3,13.3,2.1,"1993-03-22T22:00:00"
"Row1943",0.9305,0.0,1016.3,13.3,3.6,"1993-03-22T23:00:00"
"Row1944",0.9004,0.0,1016.3,13.3,2.1,"1993-03-23T00:00:00"
"Row1945",0.8949,0.0,1015.9,13.9,1.5,"1993-03-23T01:00:00"
"Row1946",0.9004,0.0,1015.2,13.3,2.1,"1993-03-23T02:00:00"
"Row1947",0.9004,0.0,1016.7917365478716,13.3,3.6,"1993-03-23T03:00:00"
"Row1948",0.9004,0.0,1015.2,13.3,3.6,"1993-03-23T04:00:00"
"Row1949",0.9004,0.0,1014.9,13.3,2.1,"1993-03-23T05:00:00"
"Row1950",0.9004,0.0,1015.2,13.3,1.5,"1993-03-23T06:00:00"
"Row1951",0.9305,0.3,1015.6,13.3,2.6,"1993-03-23T07:00:00"
"Row1952",0.9305,1.8,1016.3,13.3,1.5,"1993-03-23T08:00:00"
"Row1953",0.9309,1.3,1016.3,13.9,3.6,"1993-03-23T09:00:00"
"Row1954",0.9311,0.5,1016.6,14.4,4.1,"1993-03-23T10:00:00"
"Row1955",0.9314,0.5,1016.6,15.0,3.1,"1993-03-23T11:00:00"
"Row1956",0.8963,0.0,1016.6,15.6,3.1,"1993-03-23T12:00:00"
"Row1957",0.9314,0.8,1016.3,15.0,4.1,"1993-03-23T13:00:00"
"Row1958",0.8963,1.0,1015.6,15.6,3.1,"1993-03-23T14:00:00"
"Row1959",0.8963,0.8,1015.2,15.6,3.1,"1993-03-23T15:00:00"
"Row1960",0.867,0.3,1016.7917365478716,15.0,4.1,"1993-03-23T16:00:00"
"Row1961",0.9311,2.0,1014.6,14.4,4.1,"1993-03-23T17:00:00"
"Row1962",0.9012,1.3,1014.6,14.4,3.6,"1993-03-23T18:00:00"
"Row1963",0.9311,0.3,1013.9,14.4,3.1,"1993-03-23T19:00:00"
"Row1964",0.8664,0.3,1013.5,14.4,5.2,"1993-03-23T20:00:00"
"Row1965",0.8664,0.3,1014.2,14.4,4.1,"1993-03-23T21:00:00"
"Row1966",0.8949,0.0,1016.7917365478716,13.9,3.1,"1993-03-23T22:00:00"
"Row1967",0.8949,0.0,1014.6,13.9,6.2,"1993-03-23T23:00:00"
"Row1968",0.9293,3.3,1014.6,11.1,6.2,"1993-03-24T00:00:00"
"Row1969",0.8923,0.3,1014.6,10.6,6.2,"1993-03-24T01:00:00"
"Row1970",0.8631,0.0,1014.6,11.1,4.6,"1993-03-24T02:00:00"
"Row1971",0.8923,0.0,1014.2,10.6,3.6,"1993-03-24T03:00:00"
"Row1972",0.8281,0.0,1016.7917365478716,10.6,5.7,"1993-03-24T04:00:00"
"Row1973",0.7995,0.0,1015.2,10.0,3.6,"1993-03-24T05:00:00"
"Row1974",0.8614,0.0,1015.9,9.4,2.1,"1993-03-24T06:00:00"
"Row1975",0.862,0.0,1016.3,10.0,0.0,"1993-03-24T07:00:00"
"Row1976",0.745,0.0,1016.9,12.2,0.0,"1993-03-24T08:00:00"
"Row1977",0.6654,0.0,1017.6,13.3,4.1,"1993-03-24T09:00:00"
"Row1978",0.643,0.0,1016.7917365478716,13.3,4.6,"1993-03-24T10:00:00"
"Row1979",0.5526,0.0,1018.3,15.0,3.6,"1993-03-24T11:00:00"
"Row1980",0.5338,0.0,1018.3,15.0,3.6,"1993-03-24T12:00:00"
"Row1981",0.4927,0.0,1017.6,15.6,2.1,"1993-03-24T13:00:00"
"Row1982",0.4044,0.0,1017.3,15.6,4.1,"1993-03-24T14:00:00"
"Row1983",0.4373,0.0,1016.9,15.6,4.6,"1993-03-24T15:00:00"
"Row1984",0.4724,0.0,1016.3,14.4,5.2,"1993-03-24T16:00:00"
"Row1985",0.5481,0.0,1015.9,13.3,6.2,"1993-03-24T17:00:00"
"Row1986",0.6143,0.0,1015.6,12.2,6.2,"1993-03-24T18:00:00"
"Row1987",0.6852,0.0,1015.2,11.7,4.6,"1993-03-24T19:00:00"
"Row1988",0.7141,0.0,1015.2,11.7,4.6,"1993-03-24T20:00:00"
"Row1989",0.739,0.0,1015.2,11.7,5.2,"1993-03-24T21:00:00"
"Row1990",0.7141,0.0,1016.7917365478716,11.7,5.2,"1993-03-24T22:00:00"
"Row1991",0.7681,0.0,1014.6,10.6,2.6,"1993-03-24T23:00:00"
"Row1992",0.7995,0.0,1014.2,10.0,2.6,"1993-03-25T00:00:00"
"Row1993",0.8274,0.0,1013.5,10.0,2.6,"1993-03-25T01:00:00"
"Row1994",0.8614,0.0,1012.9,9.4,3.1,"1993-03-25T02:00:00"
"Row1995",0.8323,0.0,1012.2,9.4,2.6,"1993-03-25T03:00:00"
"Row1996",0.8274,0.0,1016.7917365478716,10.0,2.6,"1993-03-25T04:00:00"
"Row1997",0.862,0.0,1011.5,10.0,2.1,"1993-03-25T05:00:00"
"Row1998",0.8614,0.0,1011.5,9.4,2.6,"1993-03-25T06:00:00"
"Row1999",0.862,0.0,1011.9,10.0,2.1,"1993-03-25T07:00:00"
"Row2000",0.7965,0.0,1011.9,11.7,0.0,"1993-03-25T08:00:00"
"Row2001",0.7429,0.0,1011.9,13.9,1.5,"1993-03-25T09:00:00"
"Row2002",0.692,0.0,1012.2,15.0,2.6,"1993-03-25T10:00:00"
"Row2003",0.6691,0.0,1012.2,15.0,3.6,"1993-03-25T11:00:00"
"Row2004",0.5555,0.0,1011.5,16.1,3.6,"1993-03-25T12:00:00"
"Row2005",0.5151,0.0,1010.8,16.1,2.6,"1993-03-25T13:00:00"
"Row2006",0.5961,0.0,1009.8,15.0,3.6,"1993-03-25T14:00:00"
"Row2007",0.6424,0.0,1009.1,15.0,5.7,"1993-03-25T15:00:00"
"Row2008",0.805,0.0,1008.8,13.9,7.7,"1993-03-25T16:00:00"
"Row2009",0.8371,1.0,1009.5,13.3,5.2,"1993-03-25T17:00:00"
"Row2010",0.8648,1.3,1008.8,12.8,3.1,"1993-03-25T18:00:00"
"Row2011",0.8371,0.0,1009.1,13.3,4.1,"1993-03-25T19:00:00"
"Row2012",0.8309,0.5,1008.8,12.8,3.6,"1993-03-25T20:00:00"
"Row2013",0.8996,0.0,1009.1,12.2,4.6,"1993-03-25T21:00:00"
"Row2014",0.8642,0.8,1008.8,12.2,5.2,"1993-03-25T22:00:00"
"Row2015",0.8579,3.6,1008.8,11.7,6.2,"1993-03-25T23:00:00"
"Row2016",0.9293,1.8,1008.5,11.1,4.1,"1993-03-26T00:00:00"
"Row2017",0.8932,0.3,1008.1,11.7,0.0,"1993-03-26T01:00:00"
"Row2018",0.8932,0.3,1007.8,11.7,3.1,"1993-03-26T02:00:00"
"Row2019",0.9293,0.0,1007.1,11.1,3.6,"1993-03-26T03:00:00"
"Row2020",0.8927,0.0,1016.7917365478716,11.1,4.1,"1993-03-26T04:00:00"
"Row2021",0.8927,0.0,1007.5,11.1,4.1,"1993-03-26T05:00:00"
"Row2022",0.8579,0.0,1007.8,11.7,6.2,"1993-03-26T06:00:00"
"Row2023",0.8295,0.0,1008.1,11.7,6.2,"1993-03-26T07:00:00"
"Row2024",0.8295,0.0,1008.5,11.7,6.7,"1993-03-26T08:00:00"
"Row2025",0.7717,0.0,1008.8,12.8,9.3,"1993-03-26T09:00:00"
"Row2026",0.7172,0.0,1016.7917365478716,13.3,7.7,"1993-03-26T10:00:00"
"Row2027",0.6678,0.0,1009.5,14.4,8.8,"1993-03-26T11:00:00"
"Row2028",0.6691,0.0,1009.8,15.0,7.7,"1993-03-26T12:00:00"
"Row2029",0.6691,0.0,1009.8,15.0,9.8,"1993-03-26T13:00:00"
"Row2030",0.6678,0.0,1009.5,14.4,10.3,"1993-03-26T14:00:00"
"Row2031",0.6954,0.0,1009.8,14.4,13.4,"1993-03-26T15:00:00"
"Row2032",0.7183,0.0,1010.5,13.9,13.4,"1993-03-26T16:00:00"
"Row2033",0.6875,0.0,1010.8,12.8,14.4,"1993-03-26T17:00:00"
"Row2034",0.6909,0.0,1010.8,12.2,9.3,"1993-03-26T18:00:00"
"Row2035",0.7141,0.0,1011.9,11.7,10.3,"1993-03-26T19:00:00"
"Row2036",0.6619,0.0,1012.2,11.7,11.8,"1993-03-26T20:00:00"
"Row2037",0.6887,0.0,1012.9,11.1,11.3,"1993-03-26T21:00:00"
"Row2038",0.6605,0.0,1013.2,11.1,9.3,"1993-03-26T22:00:00"
"Row2039",0.6887,0.0,1013.5,11.1,5.7,"1993-03-26T23:00:00"
"Row2040",0.6322,0.0,1013.9,10.6,6.7,"1993-03-27T00:00:00"
"Row2041",0.6816,0.0,1013.9,10.0,4.1,"1993-03-27T01:00:00"
"Row2042",0.6548,0.0,1014.2,10.6,4.1,"1993-03-27T02:00:00"
"Row2043",0.6322,0.0,1014.2,10.6,4.1,"1993-03-27T03:00:00"
"Row2044",0.6581,0.0,1013.9,10.0,3.1,"1993-03-27T04:00:00"
"Row2045",0.4579,0.0,1013.9,10.6,4.1,"1993-03-27T05:00:00"
"Row2046",0.6308,0.0,1013.5,10.0,3.6,"1993-03-27T06:00:00"
"Row2047",0.6816,0.0,1013.9,10.0,3.1,"1993-03-27T07:00:00"
"Row2048",0.6887,0.0,1013.9,11.1,4.1,"1993-03-27T08:00:00"
"Row2049",0.6348,0.0,1013.5,11.7,6.2,"1993-03-27T09:00:00"
"Row2050",0.5716,0.0,1016.7917365478716,13.3,4.6,"1993-03-27T10:00:00"
"Row2051",0.6157,0.3,1013.2,12.8,4.1,"1993-03-27T11:00:00"
"Row2052",0.8011,1.3,1013.5,11.1,5.2,"1993-03-27T12:00:00"
"Row2053",0.862,2.8,1013.5,10.0,6.7,"1993-03-27T13:00:00"
"Row2054",0.862,3.0,1013.5,10.0,6.2,"1993-03-27T14:00:00"
"Row2055",0.862,0.8,1012.9,10.0,8.2,"1993-03-27T15:00:00"
"Row2056",0.862,0.5,1016.7917365478716,10.0,6.2,"1993-03-27T16:00:00"
"Row2057",0.8923,0.0,1012.5,10.6,7.7,"1993-03-27T17:00:00"
"Row2058",0.8568,0.0,1012.5,10.6,7.2,"1993-03-27T18:00:00"
"Row2059",0.862,0.0,1012.5,10.0,3.6,"1993-03-27T19:00:00"
"Row2060",0.8974,0.0,1013.2,9.4,3.1,"1993-03-27T20:00:00"
"Row2061",0.8614,0.0,1013.5,9.4,2.1,"1993-03-27T21:00:00"
"Row2062",0.8974,0.0,1016.7917365478716,9.4,2.1,"1993-03-27T22:00:00"
"Row2063",0.7995,0.0,1013.9,10.0,0.0,"1993-03-27T23:00:00"
"Row2064",0.8614,0.0,1013.9,9.4,0.0,"1993-03-28T00:00:00"
"Row2065",0.8974,0.0,1013.9,9.4,2.6,"1993-03-28T01:00:00"
"Row2066",0.8974,0.0,1013.9,9.4,3.6,"1993-03-28T02:00:00"
"Row2067",0.8918,0.3,1013.9,10.0,3.1,"1993-03-28T03:00:00"
"Row2068",0.8918,0.0,1013.9,10.0,0.0,"1993-03-28T04:00:00"
"Row2069",0.8918,0.0,1014.2,10.0,2.6,"1993-03-28T05:00:00"
"Row2070",0.8918,0.0,1014.6,10.0,1.5,"1993-03-28T06:00:00"
"Row2071",0.8568,0.0,1015.2,10.6,0.0,"1993-03-28T07:00:00"
"Row2072",0.8281,0.0,1015.9,10.6,6.2,"1993-03-28T08:00:00"
"Row2073",0.8568,0.0,1016.6,10.6,5.2,"1993-03-28T09:00:00"
"Row2074",0.6932,0.0,1016.7917365478716,13.3,2.6,"1993-03-28T10:00:00"
"Row2075",0.6932,0.0,1016.9,13.3,1.5,"1993-03-28T11:00:00"
"Row2076",0.6678,0.0,1016.9,14.4,2.6,"1993-03-28T12:00:00"
"Row2077",0.6954,0.0,1016.9,14.4,5.2,"1993-03-28T13:00:00"
"Row2078",0.5975,0.0,1016.9,15.6,8.2,"1993-03-28T14:00:00"
"Row2079",0.6424,0.0,1016.6,15.0,7.7,"1993-03-28T15:00:00"
"Row2080",0.6954,0.0,1016.6,14.4,7.7,"1993-03-28T16:00:00"
"Row2081",0.7172,0.0,1016.9,13.3,8.2,"1993-03-28T17:00:00"
"Row2082",0.7707,0.0,1017.3,12.2,7.7,"1993-03-28T18:00:00"
"Row2083",0.7699,0.0,1016.9,11.7,5.7,"1993-03-28T19:00:00"
"Row2084",0.7699,0.0,1017.3,11.7,9.3,"1993-03-28T20:00:00"
"Row2085",0.7699,0.0,1018.0,11.7,12.4,"1993-03-28T21:00:00"
"Row2086",0.7689,0.0,1016.7917365478716,11.1,10.8,"1993-03-28T22:00:00"
"Row2087",0.7689,0.0,1018.3,11.1,8.8,"1993-03-28T23:00:00"
"Row2088",0.7699,0.0,1018.3,11.7,6.2,"1993-03-29T00:00:00"
"Row2089",0.7965,0.0,1018.0,11.7,7.7,"1993-03-29T01:00:00"
"Row2090",0.7699,0.0,1017.6,11.7,7.7,"1993-03-29T02:00:00"
"Row2091",0.743,0.0,1017.3,11.1,6.7,"1993-03-29T03:00:00"
"Row2092",0.7949,0.0,1017.3,10.6,3.1,"1993-03-29T04:00:00"
"Row2093",0.8011,0.0,1017.3,11.1,0.0,"1993-03-29T05:00:00"
"Row2094",0.8011,0.0,1018.0,11.1,2.6,"1993-03-29T06:00:00"
"Row2095",0.8011,0.0,1018.6,11.1,3.1,"1993-03-29T07:00:00"
"Row2096",0.745,0.0,1018.6,12.2,2.1,"1993-03-29T08:00:00"
"Row2097",0.6678,0.0,1019.0,14.4,2.1,"1993-03-29T09:00:00"
"Row2098",0.621,0.0,1019.3,15.0,2.6,"1993-03-29T10:00:00"
"Row2099",0.6438,0.0,1019.3,15.6,3.1,"1993-03-29T11:00:00"
"Row2100",0.6438,0.0,1019.6,15.6,3.1,"1993-03-29T12:00:00"
"Row2101",0.6449,0.0,1019.3,16.1,4.1,"1993-03-29T13:00:00"
"Row2102",0.6463,0.0,1019.0,16.7,4.6,"1993-03-29T14:00:00"
"Row2103",0.6463,0.0,1018.6,16.7,7.2,"1993-03-29T15:00:00"
"Row2104",0.7204,0.0,1016.7917365478716,15.0,7.7,"1993-03-29T16:00:00"
"Row2105",0.7183,0.0,1019.0,13.9,6.7,"1993-03-29T17:00:00"
"Row2106",0.7469,0.0,1019.0,13.3,6.7,"1993-03-29T18:00:00"
"Row2107",0.8026,0.0,1019.3,12.2,7.2,"1993-03-29T19:00:00"
"Row2108",0.8026,0.0,1020.0,12.2,10.3,"1993-03-29T20:00:00"
"Row2109",0.8026,0.0,1020.0,12.2,7.7,"1993-03-29T21:00:00"
"Row2110",0.8295,0.0,1016.7917365478716,11.7,6.2,"1993-03-29T22:00:00"
"Row2111",0.8579,0.0,1020.0,11.7,5.2,"1993-03-29T23:00:00"
"Row2112",0.8579,0.0,1020.3,11.7,4.1,"1993-03-30T00:00:00"
"Row2113",0.8579,0.0,1016.7917365478716,11.7,4.6,"1993-03-30T01:00:00"
"Row2114",0.8927,0.0,1020.7,11.1,3.1,"1993-03-30T02:00:00"
"Row2115",0.8631,0.0,1020.3,11.1,2.6,"1993-03-30T03:00:00"
"Row2116",0.8932,0.0,1016.7917365478716,11.7,3.6,"1993-03-30T04:00:00"
"Row2117",0.8579,0.0,1020.3,11.7,5.2,"1993-03-30T05:00:00"
"Row2118",0.8631,0.0,1020.7,11.1,3.6,"1993-03-30T06:00:00"
"Row2119",0.8642,0.0,1021.3,12.2,4.1,"1993-03-30T07:00:00"
"Row2120",0.8042,0.0,1021.7,13.3,5.7,"1993-03-30T08:00:00"
"Row2121",0.7488,0.0,1022.0,14.4,5.7,"1993-03-30T09:00:00"
"Row2122",0.6932,0.0,1016.7917365478716,15.6,4.6,"1993-03-30T10:00:00"
"Row2123",0.6727,0.0,1022.0,16.7,6.2,"1993-03-30T11:00:00"
"Row2124",0.6954,0.0,1022.0,16.7,6.2,"1993-03-30T12:00:00"
"Row2125",0.6262,0.0,1021.3,17.2,6.7,"1993-03-30T13:00:00"
"Row2126",0.6262,0.0,1021.0,17.2,7.2,"1993-03-30T14:00:00"
"Row2127",0.6015,0.0,1020.3,17.2,6.2,"1993-03-30T15:00:00"
"Row2128",0.6208,0.0,1016.7917365478716,16.7,6.2,"1993-03-30T16:00:00"
"Row2129",0.6449,0.0,1019.6,16.1,8.2,"1993-03-30T17:00:00"
"Row2130",0.7193,0.0,1019.3,14.4,7.2,"1993-03-30T18:00:00"
"Row2131",0.8042,0.0,1019.3,13.3,9.3,"1993-03-30T19:00:00"
"Row2132",0.8309,0.0,1019.3,12.8,7.7,"1993-03-30T20:00:00"
"Row2133",0.8648,0.0,1019.6,12.8,5.2,"1993-03-30T21:00:00"
"Row2134",0.8642,0.0,1016.7917365478716,12.2,5.2,"1993-03-30T22:00:00"
"Row2135",0.8642,0.0,1019.3,12.2,4.1,"1993-03-30T23:00:00"
"Row2136",0.8642,0.0,1019.3,12.2,2.1,"1993-03-31T00:00:00"
"Row2137",0.9293,0.0,1019.0,11.1,2.1,"1993-03-31T01:00:00"
"Row2138",0.8579,0.0,1018.6,11.7,2.1,"1993-03-31T02:00:00"
"Row2139",0.8579,0.0,1018.0,11.7,2.1,"1993-03-31T03:00:00"
"Row2140",0.8923,0.0,1017.3,10.6,0.0,"1993-03-31T04:00:00"
"Row2141",0.8923,0.0,1017.3,10.6,2.1,"1993-03-31T05:00:00"
"Row2142",0.8923,0.0,1017.3,10.6,2.1,"1993-03-31T06:00:00"
"Row2143",0.8579,0.0,1018.0,11.7,1.5,"1993-03-31T07:00:00"
"Row2144",0.7734,0.0,1018.0,13.9,3.1,"1993-03-31T08:00:00"
"Row2145",0.7734,0.0,1017.6,13.9,4.6,"1993-03-31T09:00:00"
"Row2146",0.6714,0.0,1016.7917365478716,16.1,5.2,"1993-03-31T10:00:00"
"Row2147",0.6517,0.0,1017.6,17.2,5.2,"1993-03-31T11:00:00"
"Row2148",0.6463,0.0,1017.3,16.7,8.8,"1993-03-31T12:00:00"
"Row2149",0.6449,0.0,1016.3,16.1,8.8,"1993-03-31T13:00:00"
"Row2150",0.6463,0.0,1015.6,16.7,7.2,"1993-03-31T14:00:00"
"Row2151",0.7215,0.0,1015.6,15.6,7.7,"1993-03-31T15:00:00"
"Row2152",0.7498,0.0,1014.9,15.0,8.2,"1993-03-31T16:00:00"
"Row2153",0.7215,0.0,1014.6,15.6,8.2,"1993-03-31T17:00:00"
"Row2154",0.8659,0.0,1014.9,13.9,5.7,"1993-03-31T18:00:00"
"Row2155",0.9228,0.0621152418479811,1015.2,10.6,8.2,"1993-03-31T19:00:00"
"Row2156",0.8923,1.5,1015.9,10.6,4.1,"1993-03-31T20:00:00"
